row_id,temperature_C,CO2_loading,observed_CO2_pressure_kPa,source_key,paper,raw_pred_CO2_pressure_kPa,raw_log10_model_over_data,bubble_total_pressure_kPa,bubble_fugacity_residual_norm,chemical_charge_residual,chemical_max_reaction_residual,penalty_residual_count,model_x_CO2,model_x_MEA,model_x_H2O,model_x_MEAH+,model_x_MEACOO-,model_x_HCO3-,model_x_CO3^2-,model_x_H3O+,model_x_OH-,y_CO2,y_H2O,y_MEA,solver_returned,accepted,rejection_reason,message
vle_0052,40.0,0.0888,0.00147,Jou1995,Jou,7.200351624792797e-05,-1.3099636292921253,6.3328125,0.008539150709196974,-7.1448520860026114e-12,5.2790682047998416e-08,0,3.551382289075683e-10,0.09228324261843585,0.8874365546118357,0.010268258684752798,0.009694667898217765,1.647665399893771e-05,0.00025631496261323825,2.409242478280491e-13,4.4484214766612415e-05,1.1369911275271133e-05,0.9977509699209554,0.002237660167769497,True,False,state_evaluation_failed,converged
vle_0001,40.0,0.102,0.0016,Aronu2011,Aronu,0.00010521456731267248,-1.1820441091354792,6.378202324850335,6.745482359349353e-07,-6.344873201326057e-12,5.24109715627219e-08,0,5.020498968454421e-10,0.08933037827600648,0.8874302047199746,0.011752860723512998,0.011162930178022046,1.9873642074216218e-05,0.0002663049520170731,2.713286033918152e-13,3.744700607143347e-05,1.649595951240718e-05,0.9977874460175563,0.002196058022931327,True,True,,converged
vle_0018,40.0,0.153,0.0057,Hilliard2008,Hilliard,0.00035966870758552256,-1.1999722013238427,6.342498443230434,2.8607712199146818e-08,-8.055452772247297e-11,5.9511553018865015e-08,0,1.5621444558184688e-09,0.07791438253773614,0.8874062443083615,0.017484743915265603,0.0168470425847802,3.650339056710777e-05,0.00029011632148577093,3.8720617550688065e-13,2.0965379271903373e-05,5.6707732891824246e-05,0.9979281650327948,0.0020151272343134296,True,True,,converged
vle_0019,40.0,0.163,0.00664,Hilliard2008,Hilliard,0.0004472705406384457,-1.1715977849500938,6.335383361535964,6.942435115675494e-08,-1.6400774809018125e-10,9.041105286655693e-08,0,1.907411799061705e-09,0.07567562037373442,0.8874013920490837,0.018607969729027802,0.017962578920319293,4.05907606754702e-05,0.00029295395611485123,4.1046730665803413e-13,1.8892303222255357e-05,7.0598812276138e-05,0.9979534534302831,0.001975947757440683,True,True,,converged
vle_0020,40.0,0.17,0.00721,Hilliard2008,Hilliard,0.0005195506158385942,-1.1423074007789067,6.330376587840884,2.0880666254385893e-07,-5.572034304972078e-11,7.126799417278562e-08,0,2.1875240995472253e-09,0.07410854414297749,0.8873978945935768,0.01939412827616739,0.018743496532035126,4.3652466265585794e-05,0.00029469753405059196,4.270162517961098e-13,1.7584266976100982e-05,8.207262374193104e-05,0.9979701256742582,0.0019478017019997722,True,True,,converged
vle_0021,40.0,0.191,0.00995,Hilliard2008,Hilliard,0.0008058303885326702,-1.0915794397792402,6.315196310962937,1.6579397765781323e-07,-1.6189157477490578e-10,8.986869914906492e-08,0,3.2657247436218345e-09,0.06940787174801819,0.8873866683256266,0.021752203384874408,0.021086093718183943,5.3970987998374736e-05,0.0002989502754376939,4.78499420564571e-13,1.4238293657573606e-05,0.00012760179555048505,0.9980125870364702,0.0018598111679793145,True,True,,converged
vle_0022,40.0,0.194,0.00985,Hilliard2008,Hilliard,0.0008571135051859095,-1.0603978923412927,6.3130092117911865,2.5707434847532795e-08,-1.6106122840381745e-10,9.036194015266119e-08,0,3.4547080110200146e-09,0.06873644152060748,0.8873849522762779,0.022089028669173675,0.021420698638483542,5.5599901078071446e-05,0.00029945475548147046,4.861340772701824e-13,1.3820783703712279e-05,0.00013576940511745607,0.9980174236245999,0.001846806970282851,True,True,,converged
vle_0053,40.0,0.203,0.00896,Jou1995,Jou,0.0010302402287339074,-0.9393695054920165,6.306419107604058,7.127267522832881e-07,-1.5806483320506925e-10,8.872654255753787e-08,0,4.085385659831342e-09,0.06672233665293953,0.8873795895342869,0.023099456340646453,0.022424375759493947,6.074929327102725e-05,0.00030084311659055326,5.09550607686028e-13,1.2645216876417043e-05,0.0001633637427445442,0.9980294911743832,0.0018071450828722286,True,True,,converged
vle_0002,40.0,0.206,0.0123,Aronu2011,Aronu,0.0010950615230612636,-1.0504665919204008,6.3042017096258345,6.740491440559992e-07,-1.0814650866521861e-10,6.085203096972691e-08,0,4.318946030864259e-09,0.06605103685602184,0.8873777200253649,0.02343625514041409,0.022758876709162518,6.255813567717626e-05,0.0003012715928432581,5.175452883710373e-13,1.227722105257596e-05,0.00017370343994374787,0.9980325881556187,0.0017937084044376429,True,True,,converged
vle_0023,40.0,0.232,0.0146,Hilliard2008,Hilliard,0.0018510157325304262,-0.8969427457716117,6.284845167964233,8.441178067641886e-07,-7.901376858266589e-11,6.103055838480032e-08,0,6.966351618183613e-09,0.06023492710458366,0.8873595440385844,0.02635490324352398,0.025656338053360907,8.048137581056271e-05,0.0003042846788222067,5.916865213916138e-13,9.514538371156625e-06,0.0002945204986060144,0.9980327285556159,0.0016727509457781543,True,True,,converged
vle_0042,40.0,0.242,0.021,Idris2014,Idris,0.002263774239697,-0.9673861811146032,6.277305098824619,9.904124402548842e-07,-7.672010892721746e-12,6.258514773094248e-08,0,8.368346071833012e-09,0.057999044115517144,0.8873513791801374,0.027477379014163857,0.026769745284294655,8.862940431893651e-05,0.0003051897014551009,6.230533259438735e-13,8.624931143526806e-06,0.0003606283594724233,0.9980152813343728,0.0016240903061547683,True,True,,converged
vle_0024,40.0,0.246,0.0191,Hilliard2008,Hilliard,0.0024538243055998933,-0.8911899033310953,6.274284968598487,2.6399568930912665e-07,-1.4002464376254402e-11,5.394391067170545e-08,0,9.006159572915646e-09,0.05710489730529535,0.8873478945992114,0.0279263587902618,0.027214912119247776,9.211775325269215e-05,0.00030551850685141366,6.361409983528848e-13,8.291919083752247e-06,0.0003910922627647265,0.9980046119824901,0.0016042957547452187,True,True,,converged
vle_0003,40.0,0.25,0.0246,Aronu2011,Aronu,0.002660099134614183,-0.9660372852040227,6.271249709288277,7.980817251507233e-08,-1.2767223930355062e-11,9.122103250547298e-08,0,9.69365580529718e-09,0.05621087951229833,0.8873442700740181,0.028375337375511133,0.02765995096657403,9.574726492128247e-05,0.0003058340454190901,6.495632001405785e-13,7.971066952698397e-06,0.0004241736907197844,0.9979915130782705,0.001584313231009637,True,True,,converged
vle_0025,40.0,0.269,0.0231,Hilliard2008,Hilliard,0.0039123242888188196,-0.7711771340302923,6.25679022767151,8.342829467267165e-07,-8.148017417025644e-12,8.608366286466662e-08,0,1.378209863155273e-08,0.05196632305877208,0.8873248980430615,0.03050796205904075,0.029771882746334327,0.0001151636236620947,0.00030715901184483657,7.185848207503138e-13,6.597674467281727e-06,0.0006252925456116511,0.9978878616753776,0.0014868457790107406,True,True,,converged
vle_0026,40.0,0.272,0.0224,Hilliard2008,Hilliard,0.004160098315516222,-0.7311444239137572,6.254499321052294,2.295391623996501e-08,-4.218065295918255e-12,5.30367323392511e-08,0,1.4577038792907541e-08,0.051296478114187666,0.8873214734082184,0.03084468930425169,0.030105000270469112,0.00011859805414976162,0.00030734471375584856,7.303871286411528e-13,6.40155719835211e-06,0.0006651369041665036,0.9978637894850396,0.0014710736107938563,True,True,,converged
vle_0043,40.0,0.321,0.038,Idris2014,Idris,0.01174885338516439,-0.5097881123745438,6.218361506931463,7.030857629430898e-08,-8.392751883143932e-12,9.062465267106745e-08,0,3.7763244206383155e-08,0.040375385507996735,0.8872450887021154,0.036344674824055075,0.035526104830409855,0.0001950148026713199,0.0003098616321092255,9.737778651385194e-13,3.831936424376411e-06,0.0018893808878863373,0.9969115768538069,0.001199042258306833,True,True,,converged
vle_0027,40.0,0.326,0.0485,Hilliard2008,Hilliard,0.013130780672259444,-0.5674511913722187,6.215008190418226,6.872022950688006e-07,-4.3401506342949706e-12,5.6535785830647e-08,0,4.183862289645525e-08,0.03926382684222533,0.8872343770330577,0.03690592069497186,0.03607641708173707,0.00020570364049810882,0.00031008711036031183,1.0058604730141326e-12,3.625757520888295e-06,0.002112753558797134,0.9967174547121497,0.0011697917290531658,True,True,,converged
vle_0044,40.0,0.33,0.043,Idris2014,Idris,0.014366010273845055,-0.47613228289671394,6.212404043343281,3.058479158823957e-07,-4.4581772626860194e-12,6.32349710372182e-08,0,4.545694352552947e-08,0.03837509458423492,0.8872252835238273,0.037354920604150466,0.03651614904474393,0.0002147749203489389,0.00031026477999571085,1.0328349367675616e-12,3.4670847223280026e-06,0.00231247197922333,0.996541330200059,0.0011461978207176827,True,True,,converged
vle_0004,40.0,0.337,0.0603,Aronu2011,Aronu,0.01685039910991268,-0.5537071203345733,6.208085373704134,9.937086442590726e-07,-4.6724209783463924e-12,7.60538334532157e-08,0,5.267417903581526e-08,0.03682102827407357,0.8872081355352635,0.038140676971448906,0.037284458213756755,0.00023187576847862236,0.00031057043342943305,1.083114311938112e-12,3.2021282869405934e-06,0.0027142666531756593,0.9961812349158823,0.0011044984309419715,True,True,,converged
vle_0045,40.0,0.345,0.05,Idris2014,Idris,0.020295261699320083,-0.39157534859215726,6.203622074933895,2.66058300640859e-07,-4.883369128519323e-12,8.741469059714291e-08,0,6.25711621011956e-08,0.03504707998561204,0.8871863832747766,0.03903869254823708,0.03816038984709343,0.0002535626705296033,0.00031091093538932477,1.1459467983364594e-12,2.9181660538164007e-06,0.00327151806705381,0.9956722719466737,0.0010562099862723429,True,True,,converged
vle_0028,40.0,0.348,0.0662,Hilliard2008,Hilliard,0.021785660239007257,-0.48268726318433375,6.202096756834184,6.81433977689494e-07,-4.911035406533521e-12,8.62317435235127e-08,0,6.68197318088702e-08,0.03438250466712603,0.8871775681382057,0.039375446229389884,0.03848821100876267,0.00026235442603337624,0.00031103209128839973,1.1711606996348945e-12,2.8166182910647775e-06,0.0035126282438275908,0.9954494418423248,0.0010379299138476008,True,True,,converged
vle_0029,40.0,0.35,0.0721,Hilliard2008,Hilliard,0.022848039343094907,-0.4990863267909647,6.201145673068805,2.6540303332822646e-07,-4.930319114041258e-12,9.028642367070461e-08,0,6.983729199040082e-08,0.03393967049763293,0.8871714653302946,0.0395999572827669,0.038706533786984625,0.00026843268885037565,0.00031112023825420214,1.1885129631574725e-12,2.750336736019103e-06,0.00368448679448421,0.99528982161435,0.001025691591165806,True,True,,converged
vle_0046,40.0,0.352,0.064,Idris2014,Idris,0.023969169738508697,-0.42652698309704684,6.200235720846787,4.00711681614041e-08,-4.9499949626517065e-12,9.005992041011268e-08,0,7.301266482948296e-08,0.03349701584186763,0.8871651872024888,0.039824463008203186,0.03892468236170638,0.0002746912940000583,0.00031120208098595466,1.2063207692097948e-12,2.68519687672793e-06,0.0038658481415340686,0.9951207397777292,0.0010134120807368285,True,True,,converged
vle_0005,40.0,0.353,0.0851,Aronu2011,Aronu,0.024552928002910642,-0.5398262697485218,6.1998012862551075,1.306683525825747e-07,-4.960038097205546e-12,8.921655947347062e-08,0,7.46624928502015e-08,0.03327575965962062,0.8871619775461399,0.039936714905874506,0.03903368646150361,0.00027789203376269697,0.0003112416875897092,1.215398652578612e-12,2.6530418007507396e-06,0.0039602766071461385,0.9950324664087754,0.0010072569840785704,True,True,,converged
vle_0047,40.0,0.355,0.097,Idris2014,Idris,0.025769749176231933,-0.5756615427975492,6.198973485740836,2.5175915605024635e-07,-8.669320606206345e-13,7.843642180205279e-08,0,7.8094201619499e-08,0.032833391425472466,0.8871554071488722,0.040161224900909204,0.039251544126634355,0.00028443826673914166,0.00031132647373415976,1.2339197685882195e-12,2.589562202785694e-06,0.004157099435174017,0.9948479844293325,0.0009949161354934817,True,True,,converged
vle_0030,40.0,0.36,0.0966,Hilliard2008,Hilliard,0.029123494753330204,-0.5207336382944157,6.197170738473289,8.084326168500411e-07,-4.9954468509747765e-12,9.673506795593312e-08,0,8.750523414914578e-08,0.031728363283168685,0.8871380910561443,0.040722492599081006,0.03979530369933259,0.0003016991970526056,0.00031152705047126473,1.282469381485675e-12,2.435608233060526e-06,0.00469948239000834,0.99433663141246,0.0009638861975316666,True,True,,converged
vle_0054,40.0,0.365,0.0677,Jou1995,Jou,0.03298442430083505,-0.31227976023388326,6.195794448146649,7.614912317099876e-07,-5.020125918222683e-12,8.597505640750569e-08,0,9.826418736231931e-08,0.03062472386158531,0.8871193763092394,0.04128376387145088,0.0403376706373292,0.0003203527205348272,0.0003117261858085705,1.3344861387323021e-12,2.288148529991725e-06,0.005323679566339019,0.993743715862709,0.0009326045709519596,True,True,,converged
vle_0048,40.0,0.375,0.107,Idris2014,Idris,0.04261242720349976,-0.3998475053701245,6.194762430989235,2.1797032268011662e-07,-5.0807381220908726e-12,8.688403951850887e-08,0,1.2481182517048652e-07,0.028422253527929767,0.8870771246698987,0.04240630166994666,0.0414176001854822,0.00036247691641212796,0.0003121063577426716,1.4505256055803835e-12,2.0118593121153523e-06,0.00687878311367221,0.9922519196107937,0.0008692972755339391,True,True,,converged
vle_0049,40.0,0.377,0.123,Idris2014,Idris,0.044907593686880715,-0.43758532684000306,6.1948934712580375,2.066798021616023e-07,-5.094823817947239e-12,8.5903899105233e-08,0,1.310911236859984e-07,0.027982630615853023,0.8870678030111059,0.042630806600086876,0.04163271746116361,0.00037177383718856505,0.0003121779265185661,1.4759049078145764e-12,1.959455483896247e-06,0.007249130900351227,0.9918943507586305,0.0008565183410182839,True,True,,converged
vle_0031,40.0,0.382,0.131,Hilliard2008,Hilliard,0.05130272012537496,-0.407130903173148,6.195819022079125,1.2500463952846985e-07,-5.133510392922458e-12,8.654306427047231e-08,0,1.4850523516623143e-07,0.026885021634459702,0.8870430411144676,0.04319207449748961,0.04216905658691611,0.00039646499168696043,0.00031236025758130635,1.542945354773821e-12,1.832410620498505e-06,0.008280216052559804,0.9908953818363014,0.0008244021111388807,True,True,,converged
vle_0032,40.0,0.386,0.12,Hilliard2008,Hilliard,0.057190377302770413,-0.3218582843152439,6.197277249872382,5.543230373328267e-07,-5.167861525895396e-12,9.453741256493231e-08,0,1.6444325985701721e-07,0.02600855534109468,0.8870216189324369,0.04364107670053656,0.04259651888539453,0.00041783880563038014,0.0003124921264573778,1.600607879408567e-12,1.7347635892732497e-06,0.009228307044669998,0.9899731558999053,0.0007985370554246399,True,True,,converged
vle_0033,40.0,0.389,0.113,Hilliard2008,Hilliard,0.06212843027706632,-0.259788062518305,6.198866945188868,9.62397415094074e-08,-2.5979368571887803e-12,5.2732570310354276e-08,0,1.777503181562582e-07,0.02535224755852901,0.8870045050615707,0.04397783150882572,0.0429160702618675,0.000434910684307885,0.00031259339407370537,1.646428674629811e-12,1.6637788607206891e-06,0.010022546188910558,0.9891984148217905,0.0007790389892988986,True,True,,converged
vle_0034,40.0,0.4,0.128,Hilliard2008,Hilliard,0.08508097321727011,-0.1773775206166042,6.209300209076371,1.2346837333088168e-07,-5.31666245664675e-12,8.174739463129299e-08,0,2.3903143590010285e-07,0.022954686449808463,0.8869328904509662,0.045212546635879175,0.044078909459097405,0.0005063993176322582,0.0003129092131973477,1.836455372128544e-12,1.4194401466452122e-06,0.013702183877807037,0.9855909852215675,0.0007068309006253376,True,True,,converged
vle_0006,40.0,0.401,0.1835,Aronu2011,Aronu,0.08762770591434556,-0.3209946265375099,6.210695921447158,7.319077681700037e-07,-5.330410605850229e-12,8.465238110488826e-08,0,2.4578294899327035e-07,0.02273751543077508,0.8869255900064698,0.04532479328001342,0.04418383307564827,0.0005136862116831414,0.00031293778950243706,1.8556754232217206e-12,1.3984211031391294e-06,0.014109160555058597,0.9851906277531206,0.0007002116918207505,True,True,,converged
vle_0007,40.0,0.417,0.2928,Aronu2011,Aronu,0.14387834556091258,-0.30857563710905883,6.248028117104226,3.11227057459007e-08,-5.60117829544788e-12,7.97317341039161e-08,0,3.932663819330828e-07,0.01928594409572818,0.8867857965025479,0.047120537510825414,0.04583964361717289,0.0006533884413490121,0.0003132088966125024,2.2201978728547133e-12,1.0876671620512998e-06,0.023027800589923705,0.9763790912151324,0.0005931081949437893,True,True,,converged
vle_0008,40.0,0.421,0.3188,Aronu2011,Aronu,0.1641715791328021,-0.28822033712777945,6.2634775227005015,8.319564042125194e-07,-5.6870616260769645e-12,8.234074044821682e-08,0,4.459070051924979e-07,0.01843140533003175,0.8867425451916087,0.04756941608134082,0.04624529790158357,0.0006966438234636193,0.000313228601946695,2.331834296106028e-12,1.0171606878788682e-06,0.02621093131376313,0.9732230749305089,0.0005659937557280321,True,True,,converged
vle_0009,40.0,0.433,0.3809,Aronu2011,Aronu,0.2495804747100047,-0.18360036623945686,6.334060116810578,3.889004247525918e-07,-6.0000152242064206e-12,8.341227086816616e-08,0,6.654513808072376e-07,0.015895575508003395,0.886585231132293,0.04891581246766326,0.04743470668809988,0.000854089814658255,0.00031309703876493075,2.73467524933746e-12,8.218964015650565e-07,0.03940292168172178,0.96011316562935,0.00048391268892825247,True,True,,converged
vle_0050,40.0,0.436,0.445,Idris2014,Idris,0.278813984415647,-0.20304545818969585,6.359534951349946,4.940344471293656e-07,-6.093077998473136e-12,8.06374451656211e-08,0,7.400554633154869e-07,0.015269629961452024,0.8865379620963248,0.04925233754017575,0.04772411878657686,0.0009014275775231005,0.00031300720569285415,2.8549348644732452e-12,7.767739362834693e-07,0.04384188255093445,0.9556948805738007,0.00046323687526487193,True,True,,converged
vle_0010,40.0,0.447,0.5702,Aronu2011,Aronu,0.4287164150888359,-0.12385710047745953,6.495466427334212,5.994328589054021e-09,-6.494081733648992e-12,7.959685888181411e-08,0,1.1199436439503408e-06,0.01301147307576304,0.8863280158000321,0.05048590607340404,0.04874866449242682,0.0011117760960229072,0.000312420979838724,3.385875654501031e-12,6.235354826478597e-07,0.06600240642992351,0.9336105586332343,0.00038703493684225326,True,True,,converged
vle_0051,40.0,0.46,0.813,Idris2014,Idris,0.7544775650380955,-0.032444215365850876,6.804529946683301,6.889407817567417e-07,-7.091949958826283e-12,7.943093294215942e-08,0,1.93721816670914e-06,0.01044810617814394,0.8859756787475698,0.051942610491637314,0.04985523522935375,0.0014650222879912128,0.00031094314315107687,4.2689782873233344e-12,4.666997172908909e-07,0.11087871916940373,0.8888244273683684,0.00029685346222782825,True,True,,converged
vle_0011,40.0,0.464,1.0662,Aronu2011,Aronu,0.9105135240594227,-0.06855227733778631,6.955423782052363,9.860768902525407e-07,-4.0321059697656685e-12,5.350953458105323e-08,0,2.326605967926088e-06,0.009691853938132634,0.8858351832843173,0.05239043768830956,0.05016361650860846,0.0016059190445759045,0.0003102392185175079,4.619266228013285e-12,4.237069515376627e-07,0.13090698030634648,0.8688236566760157,0.0002693630176378522,True,True,,converged
vle_0035,40.0,0.464,0.75,Hilliard2008,Hilliard,0.9105123203008738,0.08422456329331292,6.955423782052363,7.874069396507366e-07,-4.0320884041022875e-12,5.2739711264848665e-08,0,2.326602432859779e-06,0.009691853944254626,0.8858351829205073,0.05239043804516884,0.05016361614602395,0.0016059190583839382,0.0003102395710131394,4.619257108662846e-12,4.237075960000365e-07,0.1309068072387396,0.8688238296891874,0.0002693630720730995,True,True,,converged
vle_0036,40.0,0.466,0.574,Hilliard2008,Hilliard,1.0028835749537706,0.24233862617584276,7.04524187173686,2.411556128123493e-07,-4.314898749263901e-12,6.233201332861427e-08,0,2.5567291274972976e-06,0.009320974711683413,0.8857577813135513,0.05261425965768366,0.0503106479484917,0.0016835444018151481,0.0003098320838939733,4.811887387734529e-12,4.0314894133242997e-07,0.1423490624185668,0.8573952144101048,0.00025572317132838346,True,True,,converged
vle_0055,40.0,0.4735,0.604,Jou1995,Jou,1.4638021754402712,0.38444544963142147,7.496674452304396,1.4447238072534674e-08,-4.6132089353983656e-12,5.641458500349472e-08,0,3.7024128422358175e-06,0.00798128892678165,0.8854171134959867,0.05345290148925218,0.050811563302509584,0.0020251908435187315,0.0003079078302879783,5.6572887660368584e-12,3.31693163571782e-07,0.19526020300779026,0.804534188372626,0.0002056086195836537,True,True,,converged
vle_0012,40.0,0.476,1.8326,Aronu2011,Aronu,1.6695111437733408,-0.04047835996881254,7.699271660639117,2.6597984970067046e-07,-4.707195932989516e-12,6.130369811785386e-08,0,4.2128850893688315e-06,0.007555465379095692,0.8852831193763173,0.05373215385603643,0.05095807718464452,0.0021595560600563,0.00030710536951188415,5.988938736103269e-12,3.0988325945997e-07,0.21684013986782155,0.7829704268098423,0.00018943332233614286,True,True,,converged
vle_0013,40.0,0.477,1.8278,Aronu2011,Aronu,1.7609497239749046,-0.01618171617836935,7.7894729541277234,1.7385299511119e-07,-4.7427358297465365e-12,6.238144223402742e-08,0,4.439697325218607e-06,0.007388423811950242,0.8852262822132136,0.05384380747427983,0.05101343967466112,0.0022165449915630673,0.0003067606883043622,6.129485601794454e-12,3.014425730490834e-07,0.22606789115838175,0.7737490457036548,0.00018306313796356046,True,True,,converged
vle_0037,40.0,0.481,0.883,Hilliard2008,Hilliard,2.188117167079874,0.3941098698671226,8.21175145785035,5.698608287474372e-07,-4.865522413412454e-12,6.27502991790152e-08,0,5.4988361740364325e-06,0.0067406507891778515,0.8849788648677772,0.05429010445685041,0.051214796830289074,0.0024645914603648434,0.00030522342543886185,6.7404359635091765e-12,2.693271873917732e-07,0.2664616894838015,0.7333800370426353,0.00015827347356313606,True,True,,converged
vle_0014,40.0,0.485,2.3193,Aronu2011,Aronu,2.7340155752817132,0.07144405635994784,8.752856185695062,4.531683597264191e-07,-4.939850857800088e-12,6.292295395837755e-08,0,6.8520763704909425e-06,0.006128507753319015,0.8846964162955603,0.054735816987029215,0.05138107543969812,0.002747681455398615,0.00030341011939000775,7.436506746941725e-12,2.3986579770687275e-07,0.3123569629477016,0.687508196422486,0.00013484062981247298,True,True,,converged
vle_0015,40.0,0.489,2.8577,Aronu2011,Aronu,3.4307790601870027,0.07937611587287824,9.444934906105477,8.480091278073587e-07,-4.9279536021648454e-12,5.589703455655126e-08,0,8.579997597154495e-06,0.005555830401625008,0.8843752049676814,0.05518084571035252,0.051508530114350304,0.003069488926841717,0.00030130680925995255,8.226462519713732e-12,2.130640654498237e-07,0.36324009580725103,0.6366467892675118,0.00011311492523715085,True,True,,converged
vle_0038,40.0,0.491,1.1,Hilliard2008,Hilliard,3.8474416983086455,0.5437793623720144,9.859291030351383,3.658718187304899e-07,-4.881485642235007e-12,6.22889224644041e-08,0,9.614022302675328e-06,0.005285330964354521,0.8841990659236377,0.055403063172112015,0.05155669602348251,0.003245891948999866,0.0003001372769873255,8.659036866941986e-12,2.0065946449849007e-07,0.39023512811057814,0.6096618745787189,0.0001029973107028823,True,True,,converged
vle_0039,40.0,0.501,1.87,Hilliard2008,Hilliard,6.832440119512072,0.5627342276255737,12.833133685877842,4.781345337434573e-07,-4.287640224201954e-12,6.071336855484333e-08,0,1.704504402115547e-05,0.004101987956518805,0.883152938857398,0.05651055261143604,0.05163171548306288,0.00429253464889516,0.00029307710777890346,1.1220143787361517e-11,1.4827966901934877e-07,0.5324062140045185,0.4675327033132247,6.108268225686158e-05,True,True,,converged
vle_0056,40.0,0.513,2.57,Jou1995,Jou,13.190579504863964,0.7103307525968835,19.178527479060733,9.212192431107269e-08,-3.46982525522465e-12,5.492805144058366e-08,0,3.3026433727450086e-05,0.0030513118774669126,0.8815386076006185,0.057829593077009474,0.05136155723743059,0.005903667334314142,0.0002821320998001148,1.5149410493587195e-11,1.0432448343315529e-07,0.687778533532647,0.31219132970956553,3.0136757787499204e-05,True,True,,converged
